,Nation,Coverage,Metric,Value,Year
33512,New Hampshire,TRICARE,Percent,2.2,2009
33513,New Hampshire,Public,Percent,24.2,2009
33514,New Hampshire,Medicaid,Percent,11.0,2009
33515,New Hampshire,Medicare,Percent,14.9,2009
33516,New Hampshire,VA Care,Percent,2.3,2009
33517,New Jersey,Total,Percent,100.0,2009
33518,New Jersey,Any coverage,Percent,87.4,2009
33519,New Jersey,Uninsured,Percent,12.6,2009
33520,New Jersey,Private,Percent,73.6,2009
33521,New Jersey,Employer-based,Percent,65.2,2009
33522,New Jersey,Direct-purchase,Percent,12.0,2009
33523,New Jersey,TRICARE,Percent,0.9,2009
33524,New Jersey,Public,Percent,24.4,2009
33525,New Jersey,Medicaid,Percent,12.3,2009
33526,New Jersey,Medicare,Percent,14.4,2009
33527,New Jersey,VA Care,Percent,1.1,2009
33528,New Mexico,Total,Percent,100.0,2009
33529,New Mexico,Any coverage,Percent,80.3,2009
33530,New Mexico,Uninsured,Percent,19.7,2009
33531,New Mexico,Private,Percent,56.6,2009
33532,New Mexico,Employer-based,Percent,46.0,2009
33533,New Mexico,Direct-purchase,Percent,11.5,2009
33534,New Mexico,TRICARE,Percent,4.0,2009
33535,New Mexico,Public,Percent,34.9,2009
33536,New Mexico,Medicaid,Percent,21.7,2009
33537,New Mexico,Medicare,Percent,15.2,2009
33538,New Mexico,VA Care,Percent,2.9,2009
33539,New York,Total,Percent,100.0,2009
33540,New York,Any coverage,Percent,88.6,2009
33541,New York,Uninsured,Percent,11.4,2009
33542,New York,Private,Percent,67.9,2009
33543,New York,Employer-based,Percent,59.4,2009
33544,New York,Direct-purchase,Percent,12.4,2009
33545,New York,TRICARE,Percent,0.8,2009
33546,New York,Public,Percent,31.8,2009
33547,New York,Medicaid,Percent,20.0,2009
33548,New York,Medicare,Percent,14.7,2009
33549,New York,VA Care,Percent,1.5,2009
33550,North Carolina,Total,Percent,100.0,2009
33551,North Carolina,Any coverage,Percent,83.9,2009
33552,North Carolina,Uninsured,Percent,16.1,2009
33553,North Carolina,Private,Percent,65.8,2009
33554,North Carolina,Employer-based,Percent,53.0,2009
33555,North Carolina,Direct-purchase,Percent,13.8,2009
33556,North Carolina,TRICARE,Percent,4.4,2009
33557,North Carolina,Public,Percent,29.4,2009
33558,North Carolina,Medicaid,Percent,16.2,2009
33559,North Carolina,Medicare,Percent,15.0,2009
33560,North Carolina,VA Care,Percent,2.4,2009
33561,North Dakota,Total,Percent,100.0,2009
33562,North Dakota,Any coverage,Percent,90.3,2009
33563,North Dakota,Uninsured,Percent,9.7,2009
33564,North Dakota,Private,Percent,80.6,2009
33565,North Dakota,Employer-based,Percent,61.3,2009
33566,North Dakota,Direct-purchase,Percent,21.2,2009
33567,North Dakota,TRICARE,Percent,4.2,2009
33568,North Dakota,Public,Percent,23.5,2009
33569,North Dakota,Medicaid,Percent,9.5,2009
33570,North Dakota,Medicare,Percent,15.5,2009
33571,North Dakota,VA Care,Percent,2.8,2009
33572,Ohio,Total,Percent,100.0,2009
33573,Ohio,Any coverage,Percent,87.8,2009
33574,Ohio,Uninsured,Percent,12.2,2009
33575,Ohio,Private,Percent,70.7,2009
33576,Ohio,Employer-based,Percent,62.2,2009
33577,Ohio,Direct-purchase,Percent,11.6,2009
33578,Ohio,TRICARE,Percent,1.4,2009
33579,Ohio,Public,Percent,29.5,2009
33580,Ohio,Medicaid,Percent,15.8,2009
33581,Ohio,Medicare,Percent,15.5,2009
33582,Ohio,VA Care,Percent,2.0,2009
33583,Oklahoma,Total,Percent,100.0,2009
33584,Oklahoma,Any coverage,Percent,81.3,2009
33585,Oklahoma,Uninsured,Percent,18.7,2009
33586,Oklahoma,Private,Percent,62.8,2009
33587,Oklahoma,Employer-based,Percent,50.9,2009
33588,Oklahoma,Direct-purchase,Percent,13.1,2009
33589,Oklahoma,TRICARE,Percent,4.1,2009
33590,Oklahoma,Public,Percent,30.5,2009
33591,Oklahoma,Medicaid,Percent,16.6,2009
33592,Oklahoma,Medicare,Percent,15.6,2009
33593,Oklahoma,VA Care,Percent,3.0,2009
33594,Oregon,Total,Percent,100.0,2009
33595,Oregon,Any coverage,Percent,83.0,2009
33596,Oregon,Uninsured,Percent,17.0,2009
33597,Oregon,Private,Percent,68.6,2009
33598,Oregon,Employer-based,Percent,55.5,2009
33599,Oregon,Direct-purchase,Percent,15.8,2009
33600,Oregon,TRICARE,Percent,1.9,2009
33601,Oregon,Public,Percent,26.7,2009
33602,Oregon,Medicaid,Percent,13.2,2009
33603,Oregon,Medicare,Percent,15.0,2009
33604,Oregon,VA Care,Percent,2.7,2009
33605,Pennsylvania,Total,Percent,100.0,2009
33606,Pennsylvania,Any coverage,Percent,90.1,2009
33607,Pennsylvania,Uninsured,Percent,9.9,2009
33608,Pennsylvania,Private,Percent,74.4,2009
33609,Pennsylvania,Employer-based,Percent,62.7,2009
33610,Pennsylvania,Direct-purchase,Percent,15.5,2009
33611,Pennsylvania,TRICARE,Percent,1.3,2009
33612,Pennsylvania,Public,Percent,30.1,2009
33613,Pennsylvania,Medicaid,Percent,15.6,2009
33614,Pennsylvania,Medicare,Percent,16.8,2009
33615,Pennsylvania,VA Care,Percent,2.0,2009
33616,Rhode Island,Total,Percent,100.0,2009
33617,Rhode Island,Any coverage,Percent,88.7,2009
33618,Rhode Island,Uninsured,Percent,11.3,2009
33619,Rhode Island,Private,Percent,72.2,2009
33620,Rhode Island,Employer-based,Percent,60.3,2009
33621,Rhode Island,Direct-purchase,Percent,14.2,2009
33622,Rhode Island,TRICARE,Percent,2.3,2009
33623,Rhode Island,Public,Percent,28.9,2009
33624,Rhode Island,Medicaid,Percent,15.6,2009
33625,Rhode Island,Medicare,Percent,16.0,2009
33626,Rhode Island,VA Care,Percent,1.9,2009
33627,South Carolina,Total,Percent,100.0,2009
33628,South Carolina,Any coverage,Percent,83.2,2009
33629,South Carolina,Uninsured,Percent,16.8,2009
33630,South Carolina,Private,Percent,64.5,2009
33631,South Carolina,Employer-based,Percent,52.8,2009
33632,South Carolina,Direct-purchase,Percent,13.4,2009
33633,South Carolina,TRICARE,Percent,4.7,2009
33634,South Carolina,Public,Percent,30.8,2009
33635,South Carolina,Medicaid,Percent,17.0,2009
33636,South Carolina,Medicare,Percent,16.4,2009
33637,South Carolina,VA Care,Percent,2.7,2009
33638,South Dakota,Total,Percent,100.0,2009
33639,South Dakota,Any coverage,Percent,86.9,2009
33640,South Dakota,Uninsured,Percent,13.1,2009
33641,South Dakota,Private,Percent,72.4,2009
33642,South Dakota,Employer-based,Percent,54.4,2009
33643,South Dakota,Direct-purchase,Percent,20.8,2009
33644,South Dakota,TRICARE,Percent,3.2,2009
33645,South Dakota,Public,Percent,28.1,2009
33646,South Dakota,Medicaid,Percent,13.7,2009
33647,South Dakota,Medicare,Percent,15.5,2009
33648,South Dakota,VA Care,Percent,3.9,2009
33649,Tennessee,Total,Percent,100.0,2009
33650,Tennessee,Any coverage,Percent,85.7,2009
33651,Tennessee,Uninsured,Percent,14.3,2009
33652,Tennessee,Private,Percent,65.7,2009
33653,Tennessee,Employer-based,Percent,54.0,2009
33654,Tennessee,Direct-purchase,Percent,13.4,2009
33655,Tennessee,TRICARE,Percent,3.1,2009
33656,Tennessee,Public,Percent,31.8,2009
33657,Tennessee,Medicaid,Percent,18.4,2009
33658,Tennessee,Medicare,Percent,16.2,2009
33659,Tennessee,VA Care,Percent,2.3,2009
33660,Texas,Total,Percent,100.0,2009
33661,Texas,Any coverage,Percent,76.2,2009
33662,Texas,Uninsured,Percent,23.8,2009
33663,Texas,Private,Percent,58.9,2009
33664,Texas,Employer-based,Percent,50.0,2009
33665,Texas,Direct-purchase,Percent,10.1,2009
33666,Texas,TRICARE,Percent,2.9,2009
33667,Texas,Public,Percent,25.5,2009
33668,Texas,Medicaid,Percent,15.6,2009
33669,Texas,Medicare,Percent,11.5,2009
33670,Texas,VA Care,Percent,2.0,2009
33671,Utah,Total,Percent,100.0,2009
33672,Utah,Any coverage,Percent,85.4,2009
33673,Utah,Uninsured,Percent,14.6,2009
33674,Utah,Private,Percent,75.0,2009
33675,Utah,Employer-based,Percent,64.4,2009
33676,Utah,Direct-purchase,Percent,13.2,2009
33677,Utah,TRICARE,Percent,2.3,2009
33678,Utah,Public,Percent,19.0,2009
33679,Utah,Medicaid,Percent,10.3,2009
33680,Utah,Medicare,Percent,9.8,2009
33681,Utah,VA Care,Percent,1.4,2009
33682,Vermont,Total,Percent,100.0,2009
33683,Vermont,Any coverage,Percent,91.4,2009
33684,Vermont,Uninsured,Percent,8.6,2009
33685,Vermont,Private,Percent,69.7,2009
33686,Vermont,Employer-based,Percent,58.8,2009
33687,Vermont,Direct-purchase,Percent,13.0,2009
33688,Vermont,TRICARE,Percent,1.8,2009
33689,Vermont,Public,Percent,34.9,2009
33690,Vermont,Medicaid,Percent,21.7,2009
33691,Vermont,Medicare,Percent,16.3,2009
33692,Vermont,VA Care,Percent,2.3,2009
33693,Virginia,Total,Percent,100.0,2009
33694,Virginia,Any coverage,Percent,88.1,2009
33695,Virginia,Uninsured,Percent,11.9,2009
33696,Virginia,Private,Percent,76.6,2009
33697,Virginia,Employer-based,Percent,62.7,2009
33698,Virginia,Direct-purchase,Percent,13.8,2009
33699,Virginia,TRICARE,Percent,8.3,2009
33700,Virginia,Public,Percent,23.0,2009
33701,Virginia,Medicaid,Percent,10.3,2009
33702,Virginia,Medicare,Percent,13.9,2009
33703,Virginia,VA Care,Percent,2.1,2009
33704,Washington,Total,Percent,100.0,2009
33705,Washington,Any coverage,Percent,86.6,2009
33706,Washington,Uninsured,Percent,13.4,2009
33707,Washington,Private,Percent,71.0,2009
33708,Washington,Employer-based,Percent,58.3,2009
33709,Washington,Direct-purchase,Percent,13.7,2009
33710,Washington,TRICARE,Percent,4.1,2009
33711,Washington,Public,Percent,27.6,2009
33712,Washington,Medicaid,Percent,15.7,2009
33713,Washington,Medicare,Percent,13.6,2009
33714,Washington,VA Care,Percent,2.1,2009
33715,West Virginia,Total,Percent,100.0,2009
33716,West Virginia,Any coverage,Percent,85.8,2009
33717,West Virginia,Uninsured,Percent,14.2,2009
33718,West Virginia,Private,Percent,65.0,2009
33719,West Virginia,Employer-based,Percent,57.6,2009
33720,West Virginia,Direct-purchase,Percent,11.3,2009
33721,West Virginia,TRICARE,Percent,2.1,2009
33722,West Virginia,Public,Percent,36.1,2009
33723,West Virginia,Medicaid,Percent,18.7,2009
33724,West Virginia,Medicare,Percent,19.7,2009
33725,West Virginia,VA Care,Percent,3.5,2009
33726,Wisconsin,Total,Percent,100.0,2009
33727,Wisconsin,Any coverage,Percent,90.6,2009
33728,Wisconsin,Uninsured,Percent,9.4,2009
33729,Wisconsin,Private,Percent,74.8,2009
33730,Wisconsin,Employer-based,Percent,64.5,2009
33731,Wisconsin,Direct-purchase,Percent,13.1,2009
33732,Wisconsin,TRICARE,Percent,1.3,2009
33733,Wisconsin,Public,Percent,28.8,2009
33734,Wisconsin,Medicaid,Percent,15.9,2009
33735,Wisconsin,Medicare,Percent,14.7,2009
33736,Wisconsin,VA Care,Percent,2.3,2009
33737,Wyoming,Total,Percent,100.0,2009
33738,Wyoming,Any coverage,Percent,84.8,2009
33739,Wyoming,Uninsured,Percent,15.2,2009
33740,Wyoming,Private,Percent,72.0,2009
33741,Wyoming,Employer-based,Percent,57.7,2009
33742,Wyoming,Direct-purchase,Percent,16.1,2009
33743,Wyoming,TRICARE,Percent,3.9,2009
33744,Wyoming,Public,Percent,25.1,2009
33745,Wyoming,Medicaid,Percent,12.0,2009
33746,Wyoming,Medicare,Percent,13.7,2009
33747,Wyoming,VA Care,Percent,3.7,2009
33759,Alabama,Total,MOError2,0.0,2009
33760,Alabama,Any coverage,MOError2,0.4,2009
33761,Alabama,Uninsured,MOError2,0.4,2009
33762,Alabama,Private,MOError2,0.6,2009
33763,Alabama,Employer-based,MOError2,0.6,2009
33764,Alabama,Direct-purchase,MOError2,0.4,2009
33765,Alabama,TRICARE,MOError2,0.2,2009
33766,Alabama,Public,MOError2,0.4,2009
33767,Alabama,Medicaid,MOError2,0.4,2009
33768,Alabama,Medicare,MOError2,0.2,2009
33769,Alabama,VA Care,MOError2,0.1,2009
33770,Alaska,Total,MOError2,0.0,2009
33771,Alaska,Any coverage,MOError2,1.1,2009
33772,Alaska,Uninsured,MOError2,1.1,2009
33773,Alaska,Private,MOError2,1.2,2009
33774,Alaska,Employer-based,MOError2,1.3,2009
33775,Alaska,Direct-purchase,MOError2,0.7,2009
33776,Alaska,TRICARE,MOError2,0.8,2009
33777,Alaska,Public,MOError2,1.1,2009
33778,Alaska,Medicaid,MOError2,1.0,2009
33779,Alaska,Medicare,MOError2,0.3,2009
33780,Alaska,VA Care,MOError2,0.4,2009
33781,Arizona,Total,MOError2,0.0,2009
33782,Arizona,Any coverage,MOError2,0.4,2009
33783,Arizona,Uninsured,MOError2,0.4,2009
33784,Arizona,Private,MOError2,0.5,2009
33785,Arizona,Employer-based,MOError2,0.5,2009
33786,Arizona,Direct-purchase,MOError2,0.3,2009
33787,Arizona,TRICARE,MOError2,0.2,2009
33788,Arizona,Public,MOError2,0.4,2009
33789,Arizona,Medicaid,MOError2,0.4,2009
33790,Arizona,Medicare,MOError2,0.1,2009
33791,Arizona,VA Care,MOError2,0.1,2009
33792,Arkansas,Total,MOError2,0.0,2009
33793,Arkansas,Any coverage,MOError2,0.5,2009
33794,Arkansas,Uninsured,MOError2,0.5,2009
33795,Arkansas,Private,MOError2,0.7,2009
33796,Arkansas,Employer-based,MOError2,0.8,2009
33797,Arkansas,Direct-purchase,MOError2,0.4,2009
33798,Arkansas,TRICARE,MOError2,0.2,2009
33799,Arkansas,Public,MOError2,0.6,2009
33800,Arkansas,Medicaid,MOError2,0.6,2009
33801,Arkansas,Medicare,MOError2,0.2,2009
33802,Arkansas,VA Care,MOError2,0.2,2009
33803,California,Total,MOError2,0.0,2009
33804,California,Any coverage,MOError2,0.2,2009
33805,California,Uninsured,MOError2,0.2,2009
33806,California,Private,MOError2,0.2,2009
33807,California,Employer-based,MOError2,0.2,2009
33808,California,Direct-purchase,MOError2,0.1,2009
33809,California,TRICARE,MOError2,Z,2009
33810,California,Public,MOError2,0.2,2009
33811,California,Medicaid,MOError2,0.2,2009
33812,California,Medicare,MOError2,0.1,2009
33813,California,VA Care,MOError2,Z,2009
33814,Colorado,Total,MOError2,0.0,2009
33815,Colorado,Any coverage,MOError2,0.4,2009
33816,Colorado,Uninsured,MOError2,0.4,2009
33817,Colorado,Private,MOError2,0.5,2009
33818,Colorado,Employer-based,MOError2,0.5,2009
33819,Colorado,Direct-purchase,MOError2,0.4,2009
33820,Colorado,TRICARE,MOError2,0.2,2009
33821,Colorado,Public,MOError2,0.3,2009
33822,Colorado,Medicaid,MOError2,0.3,2009
33823,Colorado,Medicare,MOError2,0.1,2009
33824,Colorado,VA Care,MOError2,0.1,2009
33825,Connecticut,Total,MOError2,0.0,2009
33826,Connecticut,Any coverage,MOError2,0.4,2009
33827,Connecticut,Uninsured,MOError2,0.4,2009
33828,Connecticut,Private,MOError2,0.5,2009
33829,Connecticut,Employer-based,MOError2,0.6,2009
33830,Connecticut,Direct-purchase,MOError2,0.4,2009
33831,Connecticut,TRICARE,MOError2,0.1,2009
33832,Connecticut,Public,MOError2,0.5,2009
33833,Connecticut,Medicaid,MOError2,0.5,2009
33834,Connecticut,Medicare,MOError2,0.2,2009
33835,Connecticut,VA Care,MOError2,0.1,2009
33836,Delaware,Total,MOError2,0.0,2009
33837,Delaware,Any coverage,MOError2,0.7,2009
33838,Delaware,Uninsured,MOError2,0.7,2009
33839,Delaware,Private,MOError2,1.1,2009
33840,Delaware,Employer-based,MOError2,1.1,2009
33841,Delaware,Direct-purchase,MOError2,0.7,2009
33842,Delaware,TRICARE,MOError2,0.4,2009
33843,Delaware,Public,MOError2,1.0,2009
33844,Delaware,Medicaid,MOError2,1.0,2009
33845,Delaware,Medicare,MOError2,0.3,2009
33846,Delaware,VA Care,MOError2,0.2,2009
33847,District of Columbia,Total,MOError2,0.0,2009
33848,District of Columbia,Any coverage,MOError2,0.7,2009
33849,District of Columbia,Uninsured,MOError2,0.7,2009
33850,District of Columbia,Private,MOError2,1.4,2009
33851,District of Columbia,Employer-based,MOError2,1.3,2009
33852,District of Columbia,Direct-purchase,MOError2,1.3,2009
33853,District of Columbia,TRICARE,MOError2,0.3,2009
33854,District of Columbia,Public,MOError2,1.3,2009
33855,District of Columbia,Medicaid,MOError2,1.3,2009
33856,District of Columbia,Medicare,MOError2,0.4,2009
33857,District of Columbia,VA Care,MOError2,0.3,2009
33858,Florida,Total,MOError2,0.0,2009
33859,Florida,Any coverage,MOError2,0.2,2009
33860,Florida,Uninsured,MOError2,0.2,2009
33861,Florida,Private,MOError2,0.3,2009
33862,Florida,Employer-based,MOError2,0.3,2009
33863,Florida,Direct-purchase,MOError2,0.2,2009
33864,Florida,TRICARE,MOError2,0.1,2009
33865,Florida,Public,MOError2,0.2,2009
33866,Florida,Medicaid,MOError2,0.2,2009
33867,Florida,Medicare,MOError2,0.1,2009
33868,Florida,VA Care,MOError2,0.1,2009
33869,Georgia,Total,MOError2,0.0,2009
33870,Georgia,Any coverage,MOError2,0.3,2009
33871,Georgia,Uninsured,MOError2,0.3,2009
33872,Georgia,Private,MOError2,0.4,2009
33873,Georgia,Employer-based,MOError2,0.4,2009
33874,Georgia,Direct-purchase,MOError2,0.3,2009
33875,Georgia,TRICARE,MOError2,0.1,2009
33876,Georgia,Public,MOError2,0.2,2009
33877,Georgia,Medicaid,MOError2,0.2,2009
33878,Georgia,Medicare,MOError2,0.1,2009
33879,Georgia,VA Care,MOError2,0.1,2009
33880,Hawaii,Total,MOError2,0.0,2009
33881,Hawaii,Any coverage,MOError2,0.5,2009
33882,Hawaii,Uninsured,MOError2,0.5,2009
33883,Hawaii,Private,MOError2,0.8,2009
33884,Hawaii,Employer-based,MOError2,0.9,2009
33885,Hawaii,Direct-purchase,MOError2,0.7,2009
33886,Hawaii,TRICARE,MOError2,0.6,2009
33887,Hawaii,Public,MOError2,0.9,2009
33888,Hawaii,Medicaid,MOError2,0.9,2009
33889,Hawaii,Medicare,MOError2,0.3,2009
33890,Hawaii,VA Care,MOError2,0.2,2009
33891,Idaho,Total,MOError2,0.0,2009
33892,Idaho,Any coverage,MOError2,0.6,2009
33893,Idaho,Uninsured,MOError2,0.6,2009
33894,Idaho,Private,MOError2,0.8,2009
33895,Idaho,Employer-based,MOError2,1.0,2009
33896,Idaho,Direct-purchase,MOError2,0.5,2009
33897,Idaho,TRICARE,MOError2,0.3,2009
33898,Idaho,Public,MOError2,0.7,2009
33899,Idaho,Medicaid,MOError2,0.7,2009
33900,Idaho,Medicare,MOError2,0.2,2009
33901,Idaho,VA Care,MOError2,0.2,2009
33902,Illinois,Total,MOError2,0.0,2009
33903,Illinois,Any coverage,MOError2,0.2,2009
33904,Illinois,Uninsured,MOError2,0.2,2009
33905,Illinois,Private,MOError2,0.3,2009
33906,Illinois,Employer-based,MOError2,0.3,2009
33907,Illinois,Direct-purchase,MOError2,0.2,2009
33908,Illinois,TRICARE,MOError2,0.1,2009
33909,Illinois,Public,MOError2,0.2,2009
33910,Illinois,Medicaid,MOError2,0.2,2009
33911,Illinois,Medicare,MOError2,0.1,2009
33912,Illinois,VA Care,MOError2,Z,2009
33913,Indiana,Total,MOError2,0.0,2009
33914,Indiana,Any coverage,MOError2,0.4,2009
33915,Indiana,Uninsured,MOError2,0.4,2009
33916,Indiana,Private,MOError2,0.5,2009
33917,Indiana,Employer-based,MOError2,0.5,2009
33918,Indiana,Direct-purchase,MOError2,0.2,2009
33919,Indiana,TRICARE,MOError2,0.1,2009
33920,Indiana,Public,MOError2,0.4,2009
33921,Indiana,Medicaid,MOError2,0.4,2009
33922,Indiana,Medicare,MOError2,0.1,2009
33923,Indiana,VA Care,MOError2,0.1,2009
33924,Iowa,Total,MOError2,0.0,2009
33925,Iowa,Any coverage,MOError2,0.3,2009
33926,Iowa,Uninsured,MOError2,0.3,2009
33927,Iowa,Private,MOError2,0.6,2009
33928,Iowa,Employer-based,MOError2,0.7,2009
33929,Iowa,Direct-purchase,MOError2,0.4,2009
33930,Iowa,TRICARE,MOError2,0.1,2009
33931,Iowa,Public,MOError2,0.5,2009
33932,Iowa,Medicaid,MOError2,0.4,2009
33933,Iowa,Medicare,MOError2,0.1,2009
33934,Iowa,VA Care,MOError2,0.1,2009
33935,Kansas,Total,MOError2,0.0,2009
33936,Kansas,Any coverage,MOError2,0.4,2009
33937,Kansas,Uninsured,MOError2,0.4,2009
33938,Kansas,Private,MOError2,0.7,2009
33939,Kansas,Employer-based,MOError2,0.6,2009
33940,Kansas,Direct-purchase,MOError2,0.4,2009
33941,Kansas,TRICARE,MOError2,0.2,2009
33942,Kansas,Public,MOError2,0.4,2009
33943,Kansas,Medicaid,MOError2,0.4,2009
33944,Kansas,Medicare,MOError2,0.1,2009
33945,Kansas,VA Care,MOError2,0.1,2009
33946,Kentucky,Total,MOError2,0.0,2009
33947,Kentucky,Any coverage,MOError2,0.4,2009
33948,Kentucky,Uninsured,MOError2,0.4,2009
33949,Kentucky,Private,MOError2,0.6,2009
33950,Kentucky,Employer-based,MOError2,0.6,2009
33951,Kentucky,Direct-purchase,MOError2,0.3,2009
33952,Kentucky,TRICARE,MOError2,0.1,2009
33953,Kentucky,Public,MOError2,0.4,2009
33954,Kentucky,Medicaid,MOError2,0.4,2009
33955,Kentucky,Medicare,MOError2,0.1,2009
33956,Kentucky,VA Care,MOError2,0.1,2009
33957,Louisiana,Total,MOError2,0.0,2009
33958,Louisiana,Any coverage,MOError2,0.5,2009
33959,Louisiana,Uninsured,MOError2,0.5,2009
33960,Louisiana,Private,MOError2,0.6,2009
33961,Louisiana,Employer-based,MOError2,0.6,2009
33962,Louisiana,Direct-purchase,MOError2,0.3,2009
33963,Louisiana,TRICARE,MOError2,0.2,2009
33964,Louisiana,Public,MOError2,0.4,2009
33965,Louisiana,Medicaid,MOError2,0.4,2009
33966,Louisiana,Medicare,MOError2,0.1,2009
33967,Louisiana,VA Care,MOError2,0.1,2009
33968,Maine,Total,MOError2,0.0,2009
33969,Maine,Any coverage,MOError2,0.5,2009
33970,Maine,Uninsured,MOError2,0.5,2009
33971,Maine,Private,MOError2,0.9,2009
33972,Maine,Employer-based,MOError2,1.0,2009
33973,Maine,Direct-purchase,MOError2,0.5,2009
33974,Maine,TRICARE,MOError2,0.3,2009
33975,Maine,Public,MOError2,0.8,2009
33976,Maine,Medicaid,MOError2,0.9,2009
33977,Maine,Medicare,MOError2,0.3,2009
33978,Maine,VA Care,MOError2,0.2,2009
33979,Maryland,Total,MOError2,0.0,2009
33980,Maryland,Any coverage,MOError2,0.3,2009
33981,Maryland,Uninsured,MOError2,0.3,2009
33982,Maryland,Private,MOError2,0.4,2009
33983,Maryland,Employer-based,MOError2,0.5,2009
33984,Maryland,Direct-purchase,MOError2,0.3,2009
33985,Maryland,TRICARE,MOError2,0.2,2009
33986,Maryland,Public,MOError2,0.4,2009
33987,Maryland,Medicaid,MOError2,0.3,2009
33988,Maryland,Medicare,MOError2,0.1,2009
33989,Maryland,VA Care,MOError2,0.1,2009
33990,Massachusetts,Total,MOError2,0.0,2009
33991,Massachusetts,Any coverage,MOError2,0.2,2009
33992,Massachusetts,Uninsured,MOError2,0.2,2009
33993,Massachusetts,Private,MOError2,0.4,2009
33994,Massachusetts,Employer-based,MOError2,0.4,2009
33995,Massachusetts,Direct-purchase,MOError2,0.3,2009
33996,Massachusetts,TRICARE,MOError2,0.1,2009
33997,Massachusetts,Public,MOError2,0.4,2009
33998,Massachusetts,Medicaid,MOError2,0.4,2009
33999,Massachusetts,Medicare,MOError2,0.1,2009
34000,Massachusetts,VA Care,MOError2,0.1,2009
34001,Michigan,Total,MOError2,0.0,2009
34002,Michigan,Any coverage,MOError2,0.2,2009
34003,Michigan,Uninsured,MOError2,0.2,2009
34004,Michigan,Private,MOError2,0.4,2009
34005,Michigan,Employer-based,MOError2,0.4,2009
34006,Michigan,Direct-purchase,MOError2,0.2,2009
34007,Michigan,TRICARE,MOError2,0.1,2009
34008,Michigan,Public,MOError2,0.3,2009
34009,Michigan,Medicaid,MOError2,0.3,2009
34010,Michigan,Medicare,MOError2,0.1,2009
34011,Michigan,VA Care,MOError2,0.1,2009
34012,Minnesota,Total,MOError2,0.0,2009
34013,Minnesota,Any coverage,MOError2,0.3,2009
34014,Minnesota,Uninsured,MOError2,0.3,2009
34015,Minnesota,Private,MOError2,0.4,2009
34016,Minnesota,Employer-based,MOError2,0.4,2009
34017,Minnesota,Direct-purchase,MOError2,0.3,2009
34018,Minnesota,TRICARE,MOError2,0.1,2009
34019,Minnesota,Public,MOError2,0.3,2009
34020,Minnesota,Medicaid,MOError2,0.3,2009
34021,Minnesota,Medicare,MOError2,0.1,2009
34022,Minnesota,VA Care,MOError2,0.1,2009
34023,Mississippi,Total,MOError2,0.0,2009
34024,Mississippi,Any coverage,MOError2,0.6,2009
34025,Mississippi,Uninsured,MOError2,0.6,2009
34026,Mississippi,Private,MOError2,0.7,2009
34027,Mississippi,Employer-based,MOError2,0.7,2009
34028,Mississippi,Direct-purchase,MOError2,0.4,2009
34029,Mississippi,TRICARE,MOError2,0.3,2009
34030,Mississippi,Public,MOError2,0.6,2009
34031,Mississippi,Medicaid,MOError2,0.5,2009
34032,Mississippi,Medicare,MOError2,0.2,2009
34033,Mississippi,VA Care,MOError2,0.2,2009
34034,Missouri,Total,MOError2,0.0,2009
34035,Missouri,Any coverage,MOError2,0.3,2009
34036,Missouri,Uninsured,MOError2,0.3,2009
34037,Missouri,Private,MOError2,0.4,2009
34038,Missouri,Employer-based,MOError2,0.4,2009
34039,Missouri,Direct-purchase,MOError2,0.3,2009
34040,Missouri,TRICARE,MOError2,0.1,2009
34041,Missouri,Public,MOError2,0.3,2009
34042,Missouri,Medicaid,MOError2,0.3,2009
34043,Missouri,Medicare,MOError2,0.2,2009
34044,Missouri,VA Care,MOError2,0.1,2009
34045,Montana,Total,MOError2,0.0,2009
34046,Montana,Any coverage,MOError2,0.8,2009
34047,Montana,Uninsured,MOError2,0.8,2009
34048,Montana,Private,MOError2,1.1,2009
34049,Montana,Employer-based,MOError2,1.3,2009
34050,Montana,Direct-purchase,MOError2,0.6,2009
34051,Montana,TRICARE,MOError2,0.4,2009
34052,Montana,Public,MOError2,0.8,2009
34053,Montana,Medicaid,MOError2,0.8,2009
34054,Montana,Medicare,MOError2,0.3,2009
34055,Montana,VA Care,MOError2,0.3,2009
34056,Nebraska,Total,MOError2,0.0,2009
34057,Nebraska,Any coverage,MOError2,0.5,2009
34058,Nebraska,Uninsured,MOError2,0.5,2009
34059,Nebraska,Private,MOError2,0.7,2009
34060,Nebraska,Employer-based,MOError2,0.7,2009
34061,Nebraska,Direct-purchase,MOError2,0.5,2009
34062,Nebraska,TRICARE,MOError2,0.3,2009
34063,Nebraska,Public,MOError2,0.6,2009
34064,Nebraska,Medicaid,MOError2,0.5,2009
34065,Nebraska,Medicare,MOError2,0.2,2009
34066,Nebraska,VA Care,MOError2,0.2,2009
34067,Nevada,Total,MOError2,0.0,2009
34068,Nevada,Any coverage,MOError2,0.7,2009
34069,Nevada,Uninsured,MOError2,0.7,2009
34070,Nevada,Private,MOError2,0.9,2009
34071,Nevada,Employer-based,MOError2,0.8,2009
34072,Nevada,Direct-purchase,MOError2,0.6,2009
34073,Nevada,TRICARE,MOError2,0.3,2009
34074,Nevada,Public,MOError2,0.5,2009
34075,Nevada,Medicaid,MOError2,0.5,2009
34076,Nevada,Medicare,MOError2,0.2,2009
34077,Nevada,VA Care,MOError2,0.2,2009
34078,New Hampshire,Total,MOError2,0.0,2009
